Generation,Individual,Genome,Score
0,82,[0.6 2.  0.2 1.4 2.6 1.2 0.  1.  1.6 2.6],0.041483744978904724
0,83,[2.  2.  1.  2.6 0.6 0.2 0.2 2.2 0.8 2.2],0.041720084846019745
0,84,[0.6 2.8 1.4 0.  2.6 0.8 2.  0.2 1.4 1.4],0.0418354831635952
0,85,[2.2 1.2 1.8 1.2 0.4 2.8 2.  0.4 1.4 0. ],0.0421503409743309
0,86,[1.8 2.  1.8 1.6 1.2 2.2 2.6 0.4 1.  2. ],0.043019991368055344
0,87,[1.2 0.2 1.  0.2 1.8 0.2 0.6 0.  1.6 0.4],0.04343513399362564
0,88,[2.2 0.4 1.8 1.2 0.2 2.8 0.2 0.4 0.2 0.2],0.04350412264466286
0,89,[2.2 2.8 2.6 0.4 1.4 0.2 1.8 2.  0.  2.8],0.0437602624297142
0,90,[1.4 0.8 2.  0.8 0.2 2.  2.6 1.6 1.4 0.2],0.0438067801296711
0,91,[2.8 0.8 1.2 1.8 0.2 0.6 0.  2.6 2.2 2. ],0.04388594999909401
0,92,[2.2 1.6 0.4 2.6 2.4 0.2 1.  1.6 2.4 1.6],0.045724865049123764
0,93,[1.4 0.4 1.6 2.6 1.6 1.4 0.4 2.6 2.  0. ],0.045884598046541214
0,94,[2.2 0.  1.8 0.  1.6 0.2 1.4 1.6 1.2 1. ],0.04664711654186249
0,95,[2.8 0.4 2.4 0.  0.  1.  0.6 2.2 1.  1.8],0.04688609018921852
0,96,[1.8 1.6 1.4 0.4 0.8 1.2 2.4 2.  0.6 2.4],0.04743632674217224
0,97,[0.4 1.6 2.6 2.  0.  2.  1.2 1.2 1.4 2.6],0.047549668699502945
0,98,[1.8 2.  1.  2.4 2.2 1.4 1.4 2.  2.8 0.8],0.04874530807137489
0,99,[0.6 0.2 0.2 1.2 2.6 0.2 0.6 0.  1.6 0.4],0.04922094941139221
0,100,[1.2 1.4 2.6 2.  0.2 2.2 0.8 1.6 2.2 1.8],0.04963863268494606
0,101,[0.2 0.8 2.  2.4 1.2 1.  0.4 2.2 1.6 2.8],0.04970809817314148
0,102,[1.8 2.8 1.6 0.2 1.  2.8 2.8 2.6 2.2 0.6],0.050036538392305374
0,103,[2.6 2.2 1.6 2.6 2.6 0.  1.2 2.8 2.  0.4],0.05043961480259895
0,104,[0.2 1.8 1.2 2.2 2.8 0.8 1.2 2.2 2.2 0.6],0.05060761049389839
0,105,[2.8 2.4 1.  2.4 0.  2.2 0.  1.4 2.  0. ],0.05135880038142204
0,106,[0.2 0.4 1.6 2.4 1.4 0.8 0.8 1.6 0.2 0.6],0.05212076008319855
0,107,[0.  0.6 1.8 2.6 0.6 2.4 0.4 1.8 1.8 0.8],0.05240457504987717
0,108,[2.8 1.6 2.  1.8 2.4 0.4 0.2 2.  2.  1.8],0.05251315236091614
0,109,[2.4 0.6 0.4 2.  1.  0.8 0.  0.  0.8 2.2],0.0530027337372303
0,110,[2.6 0.6 1.  1.6 1.  2.  2.4 0.4 0.4 2.8],0.05390327796339989
0,111,[0.2 0.  0.6 1.  0.8 1.8 2.  0.  2.8 1.6],0.05435798689723015
0,112,[1.  2.6 0.8 1.6 1.  0.  1.8 2.8 2.  2.6],0.05449400842189789
0,113,[0.2 1.6 1.2 1.2 0.4 0.2 0.  2.6 1.  2.4],0.05502414330840111
0,114,[0.2 0.6 2.4 1.4 1.2 2.2 2.  1.4 1.  2.4],0.05574434623122215
0,115,[0.  2.8 2.2 0.6 1.6 0.2 1.  2.4 1.  1. ],0.05608207732439041
0,116,[1.  0.6 0.2 2.2 0.4 0.2 0.4 1.  2.2 1.6],0.05675942450761795
0,117,[2.6 1.6 2.4 2.6 2.2 1.  1.4 2.2 1.8 1.2],0.0574503093957901
0,118,[2.6 2.4 0.4 1.6 0.2 1.2 0.  0.2 0.8 1.8],0.05842510238289833
0,119,[0.4 0.2 0.2 2.2 1.  0.8 0.8 0.2 2.4 1.6],0.058493778109550476
0,120,[1.2 0.4 0.6 2.  0.4 0.  1.  0.  2.4 1. ],0.05864090844988823
0,121,[1.  0.6 2.4 0.6 0.2 2.8 2.4 2.2 2.  0. ],0.058796562254428864
0,122,[1.2 2.4 0.4 0.2 1.2 1.4 1.8 0.4 2.  0. ],0.061250753700733185
0,123,[1.  1.8 0.  2.  1.6 1.4 0.  0.8 1.4 2.8],0.06143961101770401
0,124,[0.2 0.2 2.2 2.6 1.2 2.6 0.6 0.4 2.2 1. ],0.061912231147289276
0,125,[1.2 0.8 0.4 2.4 1.8 0.  1.2 0.8 2.  2.2],0.06198961287736893
0,126,[2.  1.4 1.8 2.4 2.  0.  1.2 2.6 1.4 2.8],0.062031928449869156
0,127,[0.8 2.8 1.2 2.  2.  0.4 1.  1.6 1.2 2. ],0.06224994733929634
0,128,[1.8 1.4 0.6 0.4 1.  1.6 0.6 0.8 1.8 0.4],0.06322776526212692
0,129,[0.2 1.2 0.4 0.8 2.4 0.4 0.2 0.8 2.4 1. ],0.06355612725019455
0,130,[0.8 2.  0.2 0.2 1.  2.  2.4 2.  0.4 2.2],0.0653102919459343
0,131,[0.8 1.  0.  2.8 2.6 2.2 0.2 0.6 0.2 2.6],0.06564465165138245
0,132,[1.  2.4 2.8 1.8 2.6 0.4 0.2 1.2 2.8 1. ],0.06647183001041412
0,133,[1.8 2.4 0.2 0.  1.  2.2 2.  1.8 0.6 0. ],0.06784684211015701
0,134,[0.2 0.2 1.  1.  2.2 1.4 0.  1.6 1.  0.8],0.06799987703561783
0,135,[2.6 0.4 1.8 0.  2.6 0.8 2.8 1.  0.6 0.8],0.0694178119301796
0,136,[0.4 2.2 0.2 2.2 0.6 0.  1.4 1.2 2.2 0.8],0.07195690274238586
0,137,[1.6 0.8 2.8 0.  1.  1.8 0.6 1.6 0.6 1.8],0.07275882363319397
0,138,[0.8 1.  0.4 2.2 1.8 1.6 0.2 0.6 0.6 2. ],0.073778435587883
0,139,[0.6 2.4 2.8 1.4 0.8 1.6 1.4 0.8 0.4 1.4],0.07428362965583801
0,140,[2.8 1.6 2.2 1.  0.6 2.2 1.8 1.6 2.8 2. ],0.0744473859667778
0,141,[0.8 2.4 2.2 1.  0.6 0.8 2.6 1.4 2.4 2. ],0.07480508089065552
0,142,[0.  2.2 2.6 1.6 1.8 2.8 2.6 1.8 2.4 1. ],0.07484300434589386
0,143,[0.  2.4 1.2 2.4 0.2 2.2 0.  1.4 2.6 1. ],0.07538232207298279
0,144,[2.4 1.2 1.6 2.  2.4 0.  2.2 2.6 0.8 0.6],0.0757141262292862
0,145,[2.8 1.  0.6 1.4 0.2 0.4 2.8 0.2 1.4 1. ],0.07591400295495987
0,146,[0.8 1.6 2.6 2.8 0.8 0.8 0.  2.8 1.6 2.6],0.07616278529167175
0,147,[1.2 2.2 2.  2.2 1.2 0.  1.2 2.6 1.4 1.6],0.07672425359487534
0,148,[0.  0.4 2.6 2.8 1.8 1.4 0.2 1.4 2.2 0.8],0.07673213630914688
0,149,[2.4 1.8 0.6 1.  0.  1.8 0.  0.6 0.2 1.6],0.07707586139440536
0,150,[2.2 1.2 2.4 2.6 1.  2.8 0.4 1.8 2.8 1.6],0.07720723748207092
0,151,[2.  1.4 0.8 0.  1.2 1.4 2.8 0.  0.4 2. ],0.07741613686084747
0,152,[2.6 1.2 2.2 2.6 0.2 2.2 1.8 0.8 2.2 1.4],0.07797455042600632
0,153,[1.  2.  0.6 0.6 2.8 1.2 1.6 0.2 0.8 0.4],0.07821894437074661
0,154,[2.  1.4 2.  0.4 2.2 2.6 2.4 0.  0.6 0.6],0.07841958850622177
0,155,[1.8 2.6 1.  0.8 0.2 1.6 0.2 0.  1.4 0.4],0.07890308648347855
0,156,[0.8 1.  2.6 0.8 0.6 1.2 1.2 0.4 2.4 0.2],0.08014381676912308
0,157,[0.4 1.2 2.  0.4 0.4 0.6 2.6 0.8 0.6 0.6],0.08051206916570663
0,158,[2.  1.2 1.6 2.8 2.6 2.6 0.8 2.2 2.8 0.8],0.08105454593896866
0,159,[2.2 2.4 1.  1.2 0.4 1.6 2.  1.2 1.4 2. ],0.08174733817577362
0,160,[1.2 0.2 1.2 2.2 0.6 2.4 0.2 2.6 2.2 0.6],0.0822673961520195
0,161,[0.4 0.8 1.  1.  1.4 0.8 0.6 0.2 2.8 0.4],0.08269763737916946
0,162,[0.6 1.6 1.4 2.2 1.6 1.2 1.4 1.6 2.8 1.2],0.08318737149238586
0,163,[0.4 0.8 0.8 0.  0.4 0.  0.  2.8 1.  2.8],0.0832839384675026
0,164,[1.  0.8 1.  1.2 2.8 1.4 0.4 0.6 1.2 0.6],0.08346743881702423
0,165,[2.6 2.4 0.8 1.  2.  0.2 0.6 0.6 2.8 1.6],0.08371691405773163
0,166,[2.  0.4 2.8 2.8 0.8 1.4 0.  0.6 1.4 0.2],0.08401557058095932
0,167,[0.4 0.4 1.6 1.4 2.8 1.  1.8 0.8 1.  2.2],0.08425784111022949
0,168,[1.2 2.  0.4 1.  1.8 2.  2.4 0.  2.2 0.4],0.08480477333068848
0,169,[1.8 2.8 0.6 1.8 0.8 1.2 2.6 0.  0.8 2.6],0.08520574867725372
0,170,[2.4 0.4 0.  0.  1.4 1.2 2.8 2.  0.8 1. ],0.0852581188082695
0,171,[1.  2.6 0.4 2.8 1.6 1.6 0.8 2.8 1.8 1.8],0.08577729016542435
0,172,[0.2 0.2 0.8 0.6 1.6 0.2 2.4 0.2 0.8 1.4],0.08593297749757767
0,173,[2.4 1.8 1.4 1.6 0.8 0.6 0.4 1.6 1.2 2.8],0.08646715432405472
0,174,[1.6 0.8 0.6 1.8 0.2 1.6 0.4 1.  0.8 2.2],0.08666027337312698
0,175,[1.6 0.8 2.4 2.6 1.8 2.  0.2 2.6 2.  2.4],0.08727221190929413
0,176,[2.2 1.8 1.6 0.2 1.2 1.8 2.8 2.2 2.6 0. ],0.08748641610145569
0,177,[1.  2.4 1.4 0.2 0.  2.8 2.  2.2 0.6 0.2],0.08786818385124207
0,178,[1.  2.4 1.2 1.4 0.  1.6 2.  1.  1.8 2.6],0.08835802972316742
0,179,[1.  0.4 0.4 1.6 1.  2.8 0.6 0.  0.8 1.6],0.08887001872062683
0,180,[2.4 0.2 0.8 0.2 1.8 1.8 2.  0.6 0.  2.2],0.08887061476707458
0,181,[0.6 2.4 1.  2.8 2.  1.  1.2 0.4 1.8 0.6],0.08901731669902802
0,182,[2.4 2.2 0.6 2.6 0.6 0.2 1.2 2.4 2.6 1. ],0.08935791254043579
0,183,[0.  1.2 1.6 1.2 0.2 2.  2.6 1.8 1.6 0.8],0.08991208672523499
0,184,[2.8 0.8 1.6 1.2 1.  1.6 2.6 0.  2.8 0.6],0.09275233000516891
0,185,[0.6 1.  2.8 0.  0.6 2.6 0.4 2.2 2.  1.4],0.09289244562387466
0,186,[1.  1.4 2.2 0.6 1.  0.2 1.4 0.4 2.6 1.4],0.09347465634346008
0,187,[1.4 0.4 1.  0.  2.2 0.8 2.4 0.  2.8 2.6],0.0940917506814003
0,188,[2.8 0.6 1.4 1.  2.2 2.8 2.4 0.  2.6 1.6],0.09422178566455841
0,189,[2.2 1.4 0.8 0.6 2.  0.8 2.2 0.6 0.  1.6],0.09456641972064972
0,190,[2.  1.4 1.  2.4 2.  0.6 1.6 1.  1.6 2.4],0.09477384388446808
0,191,[0.8 0.6 0.2 0.  0.8 2.8 1.8 0.8 2.6 2.8],0.09518802911043167
0,192,[2.4 1.6 2.2 2.2 1.8 0.2 1.2 1.6 1.6 0.6],0.09694255143404007
0,193,[0.4 0.6 1.8 2.  0.2 1.  2.4 0.2 0.  0.8],0.09783653169870377
0,194,[1.6 1.6 0.6 2.2 2.  1.  1.8 2.8 2.4 2. ],0.09785977005958557
0,195,[2.  1.  1.4 2.6 2.8 0.  2.  1.6 1.2 2.4],0.09787516295909882
0,196,[1.6 1.8 1.4 0.  2.  2.8 0.8 0.8 2.8 2. ],0.09880200028419495
0,197,[0.  2.6 0.6 0.4 1.8 0.6 0.6 1.  1.  1. ],0.09884320199489594
0,198,[2.8 0.4 2.2 2.6 2.4 0.2 1.2 0.2 0.2 2.2],0.09885560721158981
0,199,[2.  1.4 2.  2.8 1.  2.6 1.6 1.2 2.4 0. ],0.09902920573949814
0,200,[1.  1.  2.8 2.4 1.  2.2 1.4 1.4 1.6 0.6],0.09926562011241913
0,201,[0.6 0.6 0.8 2.2 1.2 0.4 1.6 1.6 2.4 0. ],0.10005500167608261
0,202,[0.  2.  1.2 1.8 2.8 0.4 2.  0.2 2.4 1. ],0.10073265433311462
0,203,[2.2 2.  0.6 2.4 0.2 0.4 0.8 2.4 1.4 2.4],0.10111957788467407
0,204,[1.8 0.  2.8 0.8 2.2 0.8 1.6 0.2 0.6 1.8],0.10208377987146378
0,205,[2.4 2.8 0.4 0.  1.6 0.8 2.4 2.8 2.2 1. ],0.10275810211896896
0,206,[2.  0.4 2.2 0.4 0.4 2.6 0.4 2.2 2.4 1.4],0.10312285274267197
0,207,[2.  2.2 1.8 0.2 0.2 0.2 2.6 0.8 2.4 0.2],0.10321997851133347
0,208,[1.8 2.6 1.8 0.8 1.4 1.8 1.6 0.4 1.4 0. ],0.10328464210033417
0,209,[1.2 2.4 2.8 2.  1.8 2.8 2.6 0.  2.6 0.6],0.10462771356105804
0,210,[1.4 1.  2.6 0.2 0.6 1.4 0.  0.  1.8 1.8],0.10467388480901718
0,211,[1.2 1.6 1.2 2.6 2.  1.4 0.4 0.8 0.2 1.4],0.1047358512878418
0,212,[1.4 0.8 0.8 1.  2.  0.2 2.4 0.6 2.2 2.2],0.10517045855522156
0,213,[1.8 2.2 1.4 0.  1.  0.  0.  0.2 0.4 0.8],0.10547567158937454
0,214,[0.6 2.  0.8 2.4 1.6 1.6 0.8 2.8 2.2 2.6],0.10563576966524124
0,215,[1.6 2.2 1.4 2.6 0.8 0.  0.6 0.6 0.  1.6],0.1058845967054367
0,216,[1.6 2.6 1.2 2.4 0.4 2.4 0.6 0.4 1.4 2.6],0.10605347901582718
0,217,[1.2 1.8 1.2 1.6 1.  0.8 0.4 0.4 2.2 0.4],0.10692835599184036
0,218,[1.  1.  1.4 1.4 0.  0.6 0.4 2.2 1.2 2.2],0.10791750252246857
0,219,[1.8 2.4 0.8 0.2 1.6 1.6 1.6 0.  2.2 1.6],0.10893647372722626
0,220,[1.8 0.4 1.6 2.4 2.6 1.2 1.4 0.2 0.8 1.4],0.11039812117815018
0,221,[0.2 2.4 0.2 0.4 1.2 0.6 1.  0.8 0.  2.8],0.11042781919240952
0,222,[1.  2.8 0.  1.6 0.8 2.6 2.4 0.6 0.4 0.8],0.11046089231967926
0,223,[2.  1.8 1.6 0.2 0.2 0.  1.4 1.6 0.6 2.2],0.11133711040019989
0,224,[0.6 0.8 0.2 1.8 1.2 0.2 1.6 0.2 2.6 2. ],0.11153105646371841
0,225,[0.6 2.4 1.6 2.2 1.  2.8 1.4 1.  2.6 2.6],0.11224403977394104
0,226,[1.8 2.8 0.4 0.  1.2 1.2 2.2 2.4 2.4 1.8],0.11294732242822647
0,227,[1.8 2.6 1.4 1.  2.6 1.  1.2 1.6 0.8 1.8],0.11304869502782822
0,228,[0.  2.  2.8 1.8 1.6 2.8 1.2 1.  0.2 2.6],0.11307869106531143
0,229,[0.4 0.8 1.2 0.4 2.6 0.  0.2 1.4 0.8 0.6],0.11333818733692169
0,230,[1.4 2.8 2.2 1.4 1.6 0.  2.4 1.4 1.8 2.4],0.11338455229997635
0,231,[0.  2.  2.  1.4 2.  0.8 1.2 2.4 1.4 0.4],0.11376067996025085
0,232,[1.  2.  1.2 0.  1.4 0.2 0.  0.4 2.  0. ],0.11434177309274673
0,233,[2.4 0.6 0.8 2.4 0.4 2.8 2.  0.2 1.8 0.6],0.11441115289926529
0,234,[2.8 1.2 2.2 0.6 1.2 0.2 2.6 2.6 2.  2. ],0.1150924488902092
0,235,[2.6 0.  0.6 2.6 0.4 2.8 1.6 1.  2.6 2.4],0.1155814677476883
0,236,[0.8 1.2 0.2 2.6 0.8 2.2 0.6 1.4 2.6 0.4],0.1159195527434349
0,237,[2.8 1.  2.8 2.8 0.6 1.  0.2 2.2 0.4 0.6],0.11676187813282013
0,238,[0.4 1.2 2.2 1.8 0.6 2.8 0.2 1.8 1.6 2.4],0.11788302659988403
0,239,[2.4 0.6 1.4 1.2 2.4 1.2 0.6 1.4 0.8 0.6],0.11855294555425644
0,240,[0.2 0.8 2.8 1.4 2.8 1.2 1.6 0.  2.8 2.2],0.11954757571220398
0,241,[0.4 1.6 2.  1.8 0.2 0.6 0.6 1.8 2.4 1. ],0.11961862444877625
0,242,[2.  2.6 1.4 0.6 2.2 2.4 2.8 2.6 1.  2.6],0.1197725236415863
0,243,[0.2 0.6 1.6 2.8 2.8 0.4 2.8 1.  2.4 1.8],0.12016722559928894
0,244,[2.6 2.8 1.2 1.2 2.2 0.4 2.4 0.  2.2 2. ],0.12064585089683533
0,245,[1.8 0.6 1.  2.6 1.6 0.6 2.2 1.2 2.8 0.6],0.12073887884616852
0,246,[2.8 2.4 1.  1.8 0.6 2.  0.  1.  1.4 2. ],0.12091036140918732
0,247,[0.2 1.2 0.8 1.6 0.4 2.2 2.4 0.8 2.  2.6],0.1211060881614685
0,248,[0.4 2.6 2.2 2.4 0.8 0.8 0.6 0.4 2.8 2.8],0.12154339998960495
0,249,[0.  2.6 1.6 2.4 1.  2.8 0.6 1.  0.8 0.8],0.12175187468528748
0,250,[0.  0.6 0.2 0.6 0.  1.6 2.2 1.8 0.4 0.4],0.12216578423976898
0,251,[0.6 1.6 2.2 0.8 2.4 0.8 1.4 1.8 0.4 2.6],0.12343480437994003
0,252,[1.4 0.  1.4 2.2 0.6 0.2 1.6 1.6 0.  0.8],0.12358696013689041
0,253,[1.6 0.6 0.4 2.6 1.  1.2 0.8 2.4 2.  0.6],0.1238359734416008
0,254,[1.8 1.  0.2 1.6 2.6 1.4 0.8 0.  0.  2.4],0.12428203225135803
0,255,[1.6 2.6 0.6 2.2 2.4 0.4 2.6 2.2 1.  1. ],0.12464627623558044
0,256,[1.6 0.6 1.8 1.4 0.  2.8 2.  2.2 1.2 2.2],0.1251453161239624
0,257,[1.8 1.6 1.8 1.8 2.4 1.4 0.6 0.8 1.4 2.2],0.12559114396572113
0,258,[0.6 2.8 0.8 2.  1.8 1.4 0.8 1.2 1.2 1.6],0.12646536529064178
0,259,[1.2 2.4 1.4 0.2 1.  2.8 1.8 2.8 0.6 1.4],0.12671752274036407
0,260,[1.4 0.2 0.4 2.4 0.2 2.8 2.4 0.  1.2 0.4],0.12703749537467957
0,261,[2.6 0.8 0.8 2.4 1.2 2.6 0.4 0.8 0.4 0.6],0.127170130610466
0,262,[1.6 0.  1.  0.6 0.6 2.6 0.2 1.2 0.8 1.8],0.12740562856197357
0,263,[2.  0.8 1.8 0.4 0.6 0.6 2.4 2.  2.  2. ],0.12769636511802673
0,264,[1.4 0.8 2.6 1.8 1.2 2.  0.8 0.2 2.6 0.4],0.12888103723526
0,265,[2.8 2.4 1.  1.8 2.6 2.  0.8 0.2 2.8 0.8],0.12927654385566711
0,266,[2.8 1.6 1.4 2.8 0.  2.2 1.2 2.8 1.8 2.4],0.12937729060649872
